"name";"rating";"genre";"year";"released";"score";"votes";"director";"writer";"star";"country";"budget";"gross";"company";"runtime"
"Eyewitness";"R";"Crime";1981;"February 13, 1981 (United States)";6.0;4500.0;"Peter Yates";"Steve Tesich";"William Hurt";"United States";8500000;"6400000.0";"Twentieth Century Fox";103.0
"Gallipoli";"PG";"Adventure";1981;"August 28, 1981 (United States)";7.4;38000.0;"Peter Weir";"David Williamson";"Mel Gibson";"Australia";0;"5732587.0";"R&R Films";110.0
"Outland";"R";"Action";1981;"May 22, 1981 (United States)";6.6;28000.0;"Peter Hyams";"Peter Hyams";"Sean Connery";"United Kingdom";16000000;"17374595.0";"The Ladd Company";109.0
"Southern Comfort";"R";"Action";1981;"September 25, 1981 (United States)";7.2;17000.0;"Walter Hill";"Michael Kane";"Keith Carradine";"United States";0;"";"Cinema Group Ventures";106.0
"S.O.B.";"R";"Comedy";1981;"July 1, 1981 (United States)";6.4;5700.0;"Blake Edwards";"Blake Edwards";"Julie Andrews";"United States";12000000;"14867086.0";"Artista Management";122.0
"The Beyond";"R";"Horror";1981;"November 11, 1983 (United States)";6.8;21000.0;"Lucio Fulci";"Dardano Sacchetti";"Catriona MacColl";"Italy";400000;"123843.0";"Fulvia Film";87.0
"Ghost Story";"R";"Drama";1981;"December 18, 1981 (United States)";6.3;7900.0;"John Irvin";"Peter Straub";"Craig Wasson";"United States";0;"23371905.0";"Universal Pictures";110.0
"My Bloody Valentine";"R";"Horror";1981;"February 11, 1981 (United States)";6.3;19000.0;"George Mihalka";"Stephen A. Miller";"Paul Kelman";"Canada";0;"5672031.0";"Canadian Film Development Corporation (CFDC)";90.0
"The Funhouse";"R";"Horror";1981;"March 13, 1981 (United States)";5.9;13000.0;"Tobe Hooper";"Lawrence J. Block";"Elizabeth Berridge";"United States";0;"7886857.0";"Universal Pictures";96.0
"One from the Heart";"R";"Drama";1981;"February 11, 1982 (United States)";6.5;5700.0;"Francis Ford Coppola";"Armyan Bernstein";"Frederic Forrest";"United States";26000000;"636796.0";"Zoetrope Studios";107.0
"The French Lieutenant's Woman";"R";"Drama";1981;"October 16, 1981 (United States)";7.0;13000.0;"Karel Reisz";"John Fowles";"Meryl Streep";"United Kingdom";0;"26890068.0";"Juniper Films";124.0
"The Great Muppet Caper";"G";"Adventure";1981;"June 26, 1981 (United States)";7.2;14000.0;"Jim Henson";"Tom Patchett";"Jim Henson";"United Kingdom";0;"31206251.0";"Henson Associates (HA)";97.0
"True Confessions";"R";"Crime";1981;"September 25, 1981 (United States)";6.3;7500.0;"Ulu Grosbard";"John Gregory Dunne";"Robert De Niro";"United States";10000000;"12850276.0";"Chartoff-Winkler Productions";108.0
"Looker";"PG";"Drama";1981;"October 30, 1981 (United States)";6.1;4900.0;"Michael Crichton";"Michael Crichton";"Albert Finney";"United States";8000000;"";"The Ladd Company";93.0
"Nighthawks";"R";"Action";1981;"April 10, 1981 (United States)";6.4;18000.0;"Bruce Malmuth";"David Shaber";"Sylvester Stallone";"United States";5000000;"19905359.0";"Universal Pictures";99.0
"Nice Dreams";"R";"Comedy";1981;"June 5, 1981 (United States)";6.2;7100.0;"Tommy Chong";"Tommy Chong";"Cheech Marin";"United States";0;"37000000.0";"C & C Brown Production";88.0
"Sharky's Machine";"R";"Action";1981;"December 18, 1981 (United States)";6.3;5600.0;"Burt Reynolds";"William Diehl";"Burt Reynolds";"United States";0;"35610100.0";"Deliverance Productions";122.0
"Neighbors";"R";"Comedy";1981;"December 18, 1981 (United States)";5.6;7600.0;"John G. Avildsen";"Thomas Berger";"John Belushi";"United States";8500000;"29916207.0";"Columbia Pictures";94.0
"Puberty Blues";"R";"Comedy";1981;"December 10, 1981 (Australia)";5.9;1300.0;"Bruce Beresford";"Margaret Kelly";"Nell Schofield";"Australia";0;"237000.0";"Limelight Productions (II)";87.0
"Eye of the Needle";"R";"Romance";1981;"July 24, 1981 (United States)";7.1;9900.0;"Richard Marquand";"Ken Follett";"Donald Sutherland";"United Kingdom";0;"17583634.0";"Kings Road Entertainment";112.0
"Wolfen";"R";"Horror";1981;"July 24, 1981 (United States)";6.3;9400.0;"Michael Wadleigh";"Whitley Strieber";"Albert Finney";"United States";17000000;"10626725.0";"Orion Pictures";115.0
"Student Bodies";"R";"Comedy";1981;"August 7, 1981 (United States)";5.5;4400.0;"Mickey Rose";"Mickey Rose";"Kristen Riter";"United States";0;"5165432.0";"Allen Smithee Classic Films";86.0
"Prince of the City";"R";"Crime";1981;"August 26, 1981 (United States)";7.5;7600.0;"Sidney Lumet";"Jay Presson Allen";"Treat Williams";"United States";8600000;"8124257.0";"Orion Pictures";167.0
"The Hand";"R";"Drama";1981;"April 24, 1981 (United States)";5.5;5700.0;"Oliver Stone";"Marc Brandel";"Michael Caine";"United States";0;"2447576.0";"Orion Pictures";104.0
"Continental Divide";"PG";"Comedy";1981;"September 18, 1981 (United States)";6.2;4800.0;"Michael Apted";"Lawrence Kasdan";"John Belushi";"United States";0;"15578237.0";"Universal Pictures";103.0
"Diva";"R";"Music";1981;"April 23, 1982 (United States)";7.2;12000.0;"Jean-Jacques Beineix";"Daniel Odier";"Wilhelmenia Fernandez";"France";0;"110014.0";"Les Films Galaxie";117.0
"Venom";"R";"Horror";1981;"January 29, 1982 (United States)";5.8;2600.0;"Piers Haggard";"Alan Scholefield";"Klaus Kinski";"United Kingdom";0;"5229643.0";"Morison Film Group";92.0
"Fort Apache the Bronx";"R";"Crime";1981;"February 6, 1981 (United States)";6.7;5800.0;"Daniel Petrie";"Heywood Gould";"Paul Newman";"United States";0;"29200000.0";"Time Life Films";125.0
"Eyes of a Stranger";"R";"Horror";1981;"March 27, 1981 (United States)";6.0;2400.0;"Ken Wiederhorn";"Ron Kurz";"Lauren Tewes";"United States";800000;"1118634.0";"Georgetown Productions Inc.";84.0
"Zorro: The Gay Blade";"PG";"Action";1981;"July 17, 1981 (United States)";6.2;4100.0;"Peter Medak";"Hal Dresner";"George Hamilton";"United States";0;"";"Melvin Simon Productions";93.0
"Under the Rainbow";"PG";"Comedy";1981;"July 31, 1981 (United States)";5.4;2600.0;"Steve Rash";"Fred Bauer";"Chevy Chase";"United States";20000000;"18826490.0";"Innovisions";98.0
"Carbon Copy";"PG";"Comedy";1981;"September 25, 1981 (United States)";5.6;2600.0;"Michael Schultz";"Stanley Shapiro";"George Segal";"United States";6000000;"9566593.0";"DeHaven/Shapiro Productions";92.0
"The Incredible Shrinking Woman";"PG";"Comedy";1981;"January 30, 1981 (United States)";5.5;4500.0;"Joel Schumacher";"Richard Matheson";"Lily Tomlin";"United States";0;"20259961.0";"Lija Productions";88.0
"The Night the Lights Went Out in Georgia";"PG";"Drama";1981;"June 5, 1981 (United States)";6.0;891.0;"Ron Maxwell";"Bob Bonney";"Kristy McNichol";"United States";0;"14923752.0";"Viacom Enterprises";112.0
"Quartet";"R";"Drama";1981;"October 25, 1981 (United States)";6.3;1300.0;"James Ivory";"Jean Rhys";"Isabelle Adjani";"United Kingdom";0;"12042.0";"Merchant Ivory Productions";101.0
"Graduation Day";"R";"Horror";1981;"May 1, 1981 (United States)";4.9;3600.0;"Herb Freed";"Anne Marisse";"Christopher George";"United States";250000;"";"Baughn/Freed Productions";96.0
"Modern Problems";"PG";"Comedy";1981;"December 25, 1981 (United States)";5.1;4900.0;"Ken Shapiro";"Ken Shapiro";"Chevy Chase";"United States";8000000;"26154211.0";"Twentieth Century Fox";93.0
"Pennies from Heaven";"R";"Drama";1981;"January 1, 1982 (United States)";6.5;5300.0;"Herbert Ross";"Dennis Potter";"Steve Martin";"United States";22000000;"9171289.0";"Metro-Goldwyn-Mayer (MGM)";108.0
"American Pop";"R";"Animation";1981;"February 13, 1981 (United States)";7.2;4400.0;"Ralph Bakshi";"Ronni Kern";"Mews Small";"United States";1500000;"";"Bakshi Productions";96.0
"The Legend of the Lone Ranger";"PG";"Action";1981;"May 22, 1981 (United States)";5.1;2000.0;"William A. Fraker";"Ivan Goff";"Klinton Spilsbury";"United States";18000000;"12617845.0";"Eaves Movie Ranch";98.0
"Sphinx";"PG";"Adventure";1981;"February 11, 1981 (United States)";5.2;1300.0;"Franklin J. Schaffner";"John Byrum";"Lesley-Anne Down";"United Kingdom";14000000;"2022771.0";"Orion Pictures";118.0
"Night School";"R";"Horror";1981;"September 11, 1981 (United States)";5.6;2400.0;"Ken Hughes";"Ruth Avergon";"Leonard Mann";"United States";0;"1169875.0";"Lorimar Productions";88.0
"An Eye for an Eye";"R";"Action";1981;"August 14, 1981 (United States)";5.5;3600.0;"Steve Carver";"James Bruner";"Chuck Norris";"United States";3800000;"";"Adams Apple Film Company";106.0
"Zoot Suit";"R";"Drama";1981;"January 1, 1982 (United States)";6.8;1100.0;"Luis Valdez";"Luis Valdez";"Daniel Valdez";"United States";2700000;"3256082.0";"Universal Pictures";103.0
"Rich and Famous";"R";"Drama";1981;"October 9, 1981 (United States)";5.9;1600.0;"George Cukor";"Gerald Ayres";"Jacqueline Bisset";"United States";0;"14492125.0";"Jaquet";117.0
"Buddy Buddy";"R";"Comedy";1981;"December 11, 1981 (United States)";6.5;4500.0;"Billy Wilder";"Francis Veber";"Jack Lemmon";"United States";10000000;"7258543.0";"Heron Productions";96.0
"Bustin' Loose";"R";"Comedy";1981;"May 22, 1981 (United States)";6.1;2900.0;"Oz Scott";"Lonne Elder III";"Richard Pryor";"United States";11000000;"31261269.0";"Universal Pictures";94.0
"Modern Romance";"R";"Comedy";1981;"March 13, 1981 (United States)";7.0;3600.0;"Albert Brooks";"Albert Brooks";"Albert Brooks";"United States";0;"2863642.0";"Columbia Pictures";93.0
"Heartbeeps";"PG";"Comedy";1981;"December 18, 1981 (United States)";4.3;1300.0;"Allan Arkush";"John Hill";"Andy Kaufman";"United States";12000000;"2154696.0";"Universal Pictures";78.0
"Back Roads";"R";"Adventure";1981;"March 13, 1981 (United States)";5.6;829.0;"Martin Ritt";"Gary DeVore";"Sally Field";"United States";0;"11809387.0";"CBS Theatrical Films";94.0
"Take This Job and Shove It";"PG";"Comedy";1981;"May 15, 1981 (United States)";5.0;761.0;"Gus Trikonis";"Barry Schneider";"Robert Hays";"United States";3500000;"17569027.0";"Cinema Group Ventures";100.0
"Raggedy Man";"R";"Drama";1981;"September 18, 1981 (United States)";6.8;1400.0;"Jack Fisk";"William D. Wittliff";"Sissy Spacek";"United States";0;"1976198.0";"Universal Pictures";94.0
"Whose Life Is It Anyway?";"R";"Comedy";1981;"January 22, 1982 (United States)";7.3;2700.0;"John Badham";"Brian Clark";"Richard Dreyfuss";"United States";13000000;"8206145.0";"Metro-Goldwyn-Mayer (MGM)";119.0
"Inchon";"PG";"Drama";1981;"September 17, 1982 (United States)";2.7;659.0;"Terence Young";"Robin Moore";"Laurence Olivier";"South Korea";46000000;"5200986.0";"One Way Productions";140.0
"All Night Long";"R";"Comedy";1981;"March 6, 1981 (United States)";5.5;1700.0;"Jean-Claude Tramont";"W.D. Richter";"Gene Hackman";"United States";14000000;"4454295.0";"Universal Pictures";87.0
"The Pursuit of D.B. Cooper";"PG";"Adventure";1981;"November 13, 1981 (United States)";5.6;1100.0;"Roger Spottiswoode";"J.D. Reed";"Robert Duvall";"United States";12000000;"3702028.0";"PolyGram Pictures";100.0
"Rollover";"R";"Drama";1981;"December 11, 1981 (United States)";5.4;1100.0;"Alan J. Pakula";"Howard Kohn";"Jane Fonda";"United States";16000000;"10851261.0";"IPC Films";116.0
"Only When I Laugh";"R";"Comedy";1981;"September 25, 1981 (United States)";6.5;1300.0;"Glenn Jordan";"Neil Simon";"Marsha Mason";"United States";0;"25524778.0";"Columbia Pictures";120.0
"Honky Tonk Freeway";"PG";"Action";1981;"August 21, 1981 (United States)";5.2;928.0;"John Schlesinger";"Edward Clinton";"David Rasche";"United States";24000000;"2004742.0";"EMI Films";107.0
"Paternity";"PG";"Comedy";1981;"October 2, 1981 (United States)";4.9;920.0;"David Steinberg";"Charlie Peters";"Burt Reynolds";"United States";0;"18838812.0";"Paramount Pictures";94.0
"King of the Mountain";"PG";"Action";1981;"May 1, 1981 (United States)";5.5;384.0;"Noel Nosseck";"David Barry";"Harry Hamlin";"United States";2000000;"1791147.0";"PolyGram Pictures";90.0
"Scream";"R";"Horror";1981;"January 1, 1981 (United States)";2.9;674.0;"Byron Quisenberry";"Byron Quisenberry";"Pepper Martin";"United States";0;"";"Calendar International Pictures";82.0
"The Devil and Max Devlin";"PG";"Comedy";1981;"March 6, 1981 (United States)";5.0;1200.0;"Steven Hilliard Stern";"Mary Rodgers";"Elliott Gould";"United States";0;"16000000.0";"Walt Disney Productions";96.0
"The Amateur";"R";"Crime";1981;"February 12, 1982 (United States)";5.8;782.0;"Charles Jarrott";"Robert Littell";"John Savage";"Canada";0;"6892098.0";"Balkan Productions";112.0
"Longshot";"TV-PG";"Comedy";1981;"1981 (United States)";5.1;101.0;"E.W. Swackhamer";"Barry Rosen";"Leif Garrett";"United States";0;"";"Greentree";100.0
"Comin' at Ya!";"R";"Western";1981;"July 24, 1981 (United States)";5.1;499.0;"Ferdinando Baldi";"Wolfe Lowenthal";"Tony Anthony";"Italy";0;"12000000.0";"Lupo-Anthony-Quintano Productions";91.0
"Le Pont du Nord";"Not Rated";"Adventure";1981;"March 24, 1982 (France)";6.9;1100.0;"Jacques Rivette";"Bulle Ogier";"Bulle Ogier";"France";0;"17110.0";"Les Films du Losange";129.0
"Silence of the North";"PG";"Drama";1981;"October 23, 1981 (Canada)";6.3;228.0;"Allan King";"Olive Frederickson";"Ellen Burstyn";"Canada";0;"1622898.0";"Universal Pictures";94.0
"Fast Times at Ridgemont High";"R";"Comedy";1982;"August 13, 1982 (United States)";7.2;98000.0;"Amy Heckerling";"Cameron Crowe";"Sean Penn";"United States";4500000;"27092880.0";"Universal Pictures";90.0
"Blade Runner";"R";"Action";1982;"June 25, 1982 (United States)";8.1;710000.0;"Ridley Scott";"Hampton Fancher";"Harrison Ford";"United States";28000000;"41676878.0";"The Ladd Company";117.0
"The Thing";"R";"Horror";1982;"June 25, 1982 (United States)";8.1;382000.0;"John Carpenter";"Bill Lancaster";"Kurt Russell";"United States";15000000;"19632053.0";"Universal Pictures";109.0
"Conan the Barbarian";"R";"Action";1982;"May 14, 1982 (United States)";6.9;141000.0;"John Milius";"Robert E. Howard";"Arnold Schwarzenegger";"United States";20000000;"68851475.0";"Universal Pictures";129.0
"E.T. the Extra-Terrestrial";"PG";"Family";1982;"June 11, 1982 (United States)";7.8;381000.0;"Steven Spielberg";"Melissa Mathison";"Henry Thomas";"United States";10500000;"792910554.0";"Universal Pictures";115.0
"First Blood";"R";"Action";1982;"October 22, 1982 (United States)";7.7;234000.0;"Ted Kotcheff";"David Morrell";"Sylvester Stallone";"United States";15000000;"125212904.0";"Anabasis N.V.";93.0
"An Officer and a Gentleman";"R";"Drama";1982;"August 13, 1982 (United States)";7.0;52000.0;"Taylor Hackford";"Douglas Day Stewart";"Richard Gere";"United States";7500000;"129795554.0";"Lorimar Film Entertainment";124.0
"Grease 2";"PG";"Comedy";1982;"June 11, 1982 (United States)";4.4;34000.0;"Patricia Birch";"Ken Finkleman";"Michelle Pfeiffer";"United States";13200000;"15171476.0";"Paramount Pictures";115.0
"Annie";"PG";"Comedy";1982;"June 18, 1982 (United States)";6.6;41000.0;"John Huston";"Carol Sobieski";"Aileen Quinn";"United States";50000000;"57063861.0";"Columbia Pictures";127.0
"Poltergeist";"PG";"Horror";1982;"June 4, 1982 (United States)";7.3;148000.0;"Tobe Hooper";"Steven Spielberg";"JoBeth Williams";"United States";10700000;"77142388.0";"Metro-Goldwyn-Mayer (MGM)";114.0
"48 Hrs.";"R";"Action";1982;"December 8, 1982 (United States)";6.9;73000.0;"Walter Hill";"Roger Spottiswoode";"Nick Nolte";"United States";12000000;"78868508.0";"Paramount Pictures";96.0
"Star Trek II: The Wrath of Khan";"PG";"Action";1982;"June 4, 1982 (United States)";7.7;115000.0;"Nicholas Meyer";"Gene Roddenberry";"William Shatner";"United States";11200000;"78912963.0";"Paramount Pictures";113.0
"Paradise";"R";"Adventure";1982;"May 7, 1982 (United States)";4.9;2500.0;"Stuart Gillard";"Stuart Gillard";"Willie Aames";"Canada";0;"5588800.0";"Embassy Pictures";100.0
"The Last American Virgin";"R";"Comedy";1982;"July 30, 1982 (United States)";6.3;8100.0;"Boaz Davidson";"Boaz Davidson";"Lawrence Monoson";"United States";0;"5829781.0";"Cannon Group";92.0
"Sophie's Choice";"R";"Drama";1982;"March 4, 1983 (United States)";7.6;44000.0;"Alan J. Pakula";"William Styron";"Meryl Streep";"United Kingdom";12000000;"30036000.0";"Incorporated Television Company (ITC)";150.0
"Gandhi";"PG";"Biography";1982;"February 25, 1983 (United States)";8.0;220000.0;"Richard Attenborough";"John Briley";"Ben Kingsley";"United Kingdom";22000000;"52767889.0";"International Film Investors";191.0
"Tootsie";"PG";"Comedy";1982;"December 17, 1982 (United States)";7.4;100000.0;"Sydney Pollack";"Don McGuire";"Dustin Hoffman";"United States";21000000;"177200000.0";"Columbia Pictures";116.0
"Tron";"PG";"Action";1982;"July 9, 1982 (United States)";6.8;115000.0;"Steven Lisberger";"Steven Lisberger";"Jeff Bridges";"United States";17000000;"33000525.0";"Walt Disney Productions";96.0
"The Secret of NIMH";"G";"Animation";1982;"July 16, 1982 (United States)";7.6;37000.0;"Don Bluth";"Robert C. O'Brien";"Elizabeth Hartman";"United States";7000000;"14665733.0";"Aurora";82.0
"The King of Comedy";"PG";"Comedy";1982;"February 18, 1983 (Brazil)";7.8;94000.0;"Martin Scorsese";"Paul D. Zimmerman";"Robert De Niro";"United States";20000000;"2536242.0";"Embassy International Pictures";109.0
"Rocky III";"PG";"Drama";1982;"May 28, 1982 (United States)";6.8;179000.0;"Sylvester Stallone";"Sylvester Stallone";"Sylvester Stallone";"United States";17000000;"125052686.0";"Chartoff-Winkler Productions";99.0
"The Beastmaster";"PG";"Action";1982;"August 20, 1982 (United States)";6.2;22000.0;"Don Coscarelli";"Don Coscarelli";"Marc Singer";"United States";8000000;"14056528.0";"Leisure Investment Company";118.0
"Creepshow";"R";"Comedy";1982;"November 12, 1982 (United States)";6.9;44000.0;"George A. Romero";"Stephen King";"Hal Holbrook";"United States";8000000;"21028755.0";"United Film Distribution Company (UFDC)";120.0
"The Man from Snowy River";"PG";"Adventure";1982;"November 5, 1982 (United States)";7.3;8200.0;"George Miller";"A.B. 'Banjo' Paterson";"Kirk Douglas";"Australia";3500000;"20659423.0";"Cambridge Productions";102.0
"Pink Floyd: The Wall";"R";"Drama";1982;"September 17, 1982 (United States)";8.0;78000.0;"Alan Parker";"Roger Waters";"Bob Geldof";"United Kingdom";12000000;"22265763.0";"Goldcrest Films International";95.0
"Cat People";"R";"Fantasy";1982;"April 2, 1982 (United States)";6.2;20000.0;"Paul Schrader";"DeWitt Bodeen";"Nastassja Kinski";"United States";18000000;"7000000.0";"RKO Pictures";118.0
"Fanny and Alexander";"R";"Drama";1982;"December 17, 1982 (Sweden)";8.1;59000.0;"Ingmar Bergman";"Ingmar Bergman";"Bertil Guve";"Sweden";6000000;"6795771.0";"Cinematograph AB";188.0
"Friday the 13th Part III";"R";"Horror";1982;"August 13, 1982 (United States)";5.7;49000.0;"Steve Miner";"Martin Kitrosser";"Dana Kimmell";"United States";2300000;"36690067.0";"Paramount Pictures";95.0
"Firefox";"PG";"Action";1982;"June 18, 1982 (United States)";6.0;26000.0;"Clint Eastwood";"Alex Lasker";"Clint Eastwood";"United States";18000000;"46708276.0";"Major Studio Partners";136.0
"Halloween III: Season of the Witch";"R";"Horror";1982;"October 22, 1982 (United States)";5.0;45000.0;"Tommy Lee Wallace";"Tommy Lee Wallace";"Tom Atkins";"United States";2500000;"14400000.0";"Dino De Laurentiis Company";98.0
